C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
60977,Customer#000060977,"Q I0,ioy0kr1j4pi6nvSecLFcW3llK",17,27-851-264-5106,4064.86,FURNITURE,"lyly unusual theodolites. final, regular "
60978,Customer#000060978,"qOEgZ,ETh7JClQE OL0RarNg29t",21,31-428-774-2270,6071.03,HOUSEHOLD,"egular packages are blithely express packages! regular, final requests cajole slyly blithely ev"
60979,Customer#000060979,wVewT8q Ho,16,26-835-204-3118,8846.73,AUTOMOBILE,efully close accounts after the furiously even ideas detect fluffily along the slyly final accounts. 
60980,Customer#000060980,PozlNFz80Vjub7UaZZlcP6M,8,18-666-896-6781,9033.06,AUTOMOBILE,ully ironic requests cajole across the carefully ironic deposits. ironic accounts along the carefully
60981,Customer#000060981,CaWAy98sklDoqBFb,17,27-304-123-5673,5704.04,HOUSEHOLD,"ss the ironic, regular requests. ironic packages wake carefully among the carefully pending courts. quic"
60982,Customer#000060982,"Y0u mcZa6341dG9,hgCLQ",14,24-137-826-6472,790.81,BUILDING,oach blithely. quickly unusual requests bo
60983,Customer#000060983,4YN6HlUZJH,12,22-525-218-4056,1167.09,MACHINERY,ions. careful requests are slyly carefully special packages. quickly p
60984,Customer#000060984,LHrm5DQ046x 0T7ZyOt5Ifybmlp6eK5Py,16,26-215-984-5516,238.01,MACHINERY,st always above the dolphins. blithely pending sentiments serve blithely. even 
60985,Customer#000060985," 9h6rf1A1butAwbj2qdqLVdLR,XX",14,24-768-451-9505,5087.85,MACHINERY, the packages. ironically express deposits haggle furiously express foxes. re
60986,Customer#000060986,0yJNAfTxpHX2Rf luVUXajLFcvV,21,31-106-842-2307,6517.34,MACHINERY,counts thrash final instructions. furiously even packages haggle. fin
60987,Customer#000060987,",cev40SKazzyhurpa6gGG0i2gPUH77HeZwSqO2",22,32-144-707-5211,8034.63,FURNITURE,"ing, bold theodolites. quickly final asymptotes boost enticingly among the unusual accounts. special, even a"
60988,Customer#000060988,DF jAkPN1Svq,3,13-559-698-9733,161.59,MACHINERY,ely after the quickly even requests. furiously regular dependencies lose quickly. express asymptotes haggle blith
60989,Customer#000060989,6QF3OPsq 8GB0uiw5DL6MtTJb,2,12-968-178-2297,7833.58,FURNITURE,. carefully regular requests hinder quickly. ideas sleep furiously. furiously pending packages sleep
60990,Customer#000060990,M4eQntd43p,12,22-778-766-5375,9073.11,BUILDING,"o beans. even, express foxes haggle slyly bold instructions? regular, bold dependencies again"
60991,Customer#000060991,KlaiJ02fpz1gjV,3,13-685-737-2049,7821.22,AUTOMOBILE,nding instructions. carefully 
60992,Customer#000060992,NKjfe5aAamehTzP4sMdVAi0NRmscF5rqzEbLUG,18,28-743-105-1469,-636.20,HOUSEHOLD,efully fluffily unusual platelets. fluffily unusual notornis affix furiously furi
60993,Customer#000060993,r3NttCwv3TbeF7tR,18,28-269-391-3472,8279.07,MACHINERY,uests boost slyly. fluffily bold foxes along the carefully even patt
60994,Customer#000060994,"cKjD, ScnNFKgPF9jip26y",2,12-805-165-6186,5417.65,HOUSEHOLD,"uctions boost bold requests. pending, pending packages boost slyly regular deposits. fu"
60995,Customer#000060995,6Fb b6ypMaaA4DNn6SaUI,2,12-795-482-5009,5463.17,AUTOMOBILE,"otornis wake fluffily bold, dogged requests. fu"
60996,Customer#000060996,aCLH6zYThkllC5BE8hscet,10,20-793-389-2308,487.79,FURNITURE,foxes alongside of the fluffily pending deposits snooze slyly slyly 
60997,Customer#000060997,Jchuvk1yR5BL2wO,23,33-485-226-5002,1162.88,FURNITURE,"s. unusual, unusual instructions across the"
60998,Customer#000060998,5fLM9PV5NDLVkLVw8g5EcpAfyZtR FylQrOERBji,8,18-328-255-6716,6521.81,AUTOMOBILE, unusual deposits are carefully. slyly final deposits haggle carefully after the sentiment
60999,Customer#000060999,zCdXQI3csnV7tyGoB6eApJ4CqfnK9brPVP,10,20-604-588-9921,6171.63,AUTOMOBILE,"ic theodolites. carefully even accounts impress quickly above the fluffily unusual packages. unusual,"
61000,Customer#000061000,"lAmGzpLxSdpeE1MeA,LBu849cBg8sw7CV",11,21-918-624-5062,5644.35,AUTOMOBILE,"ag slyly above the final, special depths. fluffily regular pinto beans against the slyly special packages boost a"
